Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Rank_1,Rank_2,player_1_wins
2000-01-03,International,Outdoor,Hard,1st Round,3,Arthurs W.,Gambill J.M.,105,58,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Balcells J.,Henman T.,218,11,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Clement A.,Enqvist T.,56,5,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Dosedel S.,Ljubicic I.,63,77,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Draper S.,Norman M.,155,15,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Escude N.,Baccanello P.,40,655,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Fromberg R.,Woodbridge T.,81,198,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Goldstein P.,Vinck C.,88,227,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Grosjean S.,Ilie A.,26,51,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Hewitt L.,Woodforde M.,24,129,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Knippschild J.,Federer R.,87,65,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Martin A.,Spadea V.,55,21,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Petrovic D.,Huet S.,208,122,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Pozzi G.,Sekulov J.,79,142,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Stoltenberg J.,Hrbaty D.,84,20,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Tebbutt M.,Lisnard J.,351,134,0
2000-01-03,International,Outdoor,Hard,2nd Round,3,Dosedel S.,Escude N.,63,40,0
2000-01-03,International,Outdoor,Hard,2nd Round,3,Enqvist T.,Federer R.,5,65,1
2000-01-03,International,Outdoor,Hard,2nd Round,3,Grosjean S.,Gambill J.M.,26,58,1
2000-01-03,International,Outdoor,Hard,2nd Round,3,Hewitt L.,Petrovic D.,24,208,1
2000-01-03,International,Outdoor,Hard,2nd Round,3,Lisnard J.,Henman T.,134,11,0
2000-01-03,International,Outdoor,Hard,2nd Round,3,Norman M.,Fromberg R.,15,81,1
2000-01-03,International,Outdoor,Hard,2nd Round,3,Sekulov J.,Martin A.,142,55,0
2000-01-03,International,Outdoor,Hard,2nd Round,3,Vinck C.,Stoltenberg J.,227,84,0
2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Enqvist T.,Grosjean S.,5,26,1
2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Henman T.,Escude N.,11,40,0
2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Stoltenberg J.,24,84,1
2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Martin A.,Norman M.,55,15,0
2000-01-03,International,Outdoor,Hard,Semifinals,3,Enqvist T.,Norman M.,5,15,1
2000-01-03,International,Outdoor,Hard,Semifinals,3,Escude N.,Hewitt L.,40,24,0
2000-01-03,International,Outdoor,Hard,The Final,3,Hewitt L.,Enqvist T.,24,5,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Behrend T.,Popp A.,116,124,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Delgado J.,Black B.,162,67,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Hantschk M.,Tieleman L.,128,89,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Ishii Y.,Vanek J.,238,160,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Ketola T.,Ogorodov O.,163,135,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Kilderry P.,Stanoytchev O.,342,111,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Kroslak J.,Jonsson F.,103,127,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Kumar S.,Agenor R.,1198,94,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Paes L.,Boutter J.,145,137,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Ram A.,Pioline C.,414,14,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Rochus C.,Damm M.,120,104,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Sanguinetti D.,Voinea A.,121,100,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Spottl M.,Golmard J.,200,38,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Tabara M.,Kafelnikov Y.,125,2,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Vinciguerra A.,Lopez-Moron A.,99,113,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Zib T.,Manta L.,115,117,0
2000-01-03,International,Outdoor,Hard,2nd Round,3,Agenor R.,Damm M.,94,104,0
2000-01-03,International,Outdoor,Hard,2nd Round,3,Delgado J.,Stanoytchev O.,162,111,1
2000-01-03,International,Outdoor,Hard,2nd Round,3,Hantschk M.,Behrend T.,128,116,1
2000-01-03,International,Outdoor,Hard,2nd Round,3,Jonsson F.,Golmard J.,127,38,0
2000-01-03,International,Outdoor,Hard,2nd Round,3,Manta L.,Tabara M.,117,125,1
2000-01-03,International,Outdoor,Hard,2nd Round,3,Paes L.,Pioline C.,145,14,0
2000-01-03,International,Outdoor,Hard,2nd Round,3,Sanguinetti D.,Vinciguerra A.,121,99,1
2000-01-03,International,Outdoor,Hard,2nd Round,3,Vanek J.,Ketola T.,160,163,0
2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Golmard J.,Delgado J.,38,162,1
2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Ketola T.,Hantschk M.,163,128,0
2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Manta L.,Damm M.,117,104,0
2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Pioline C.,Sanguinetti D.,14,121,1
2000-01-03,International,Outdoor,Hard,Semifinals,3,Damm M.,Golmard J.,104,38,0
2000-01-03,International,Outdoor,Hard,Semifinals,3,Hantschk M.,Pioline C.,128,14,1
2000-01-03,International,Outdoor,Hard,The Final,3,Hantschk M.,Golmard J.,128,38,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Arazi H.,Cherkasov A.,35,206,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Bastl G.,Novak J.,85,36,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Caratti C.,Heuberger I.,211,219,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Diaz J.,Schalken S.,86,44,0
2000-01-03,International,Outdoor,Hard,1st Round,3,El Aynaoui Y.,Dupuis A.,33,78,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Kiefer N.,Tarango J.,6,59,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Luxa P.,Gaudio G.,174,73,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Puerta M.,Mirnyi M.,101,74,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Santoro F.,Burgsmuller L.,32,138,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Schuettler R.,Sanchez J.,47,285,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Siemerink J.,Squillari F.,93,49,0
2000-01-03,International,Outdoor,Hard,1st Round,3,Tillstrom M.,Ivanisevic G.,83,62,1
2000-01-03,International,Outdoor,Hard,1st Round,3,Vicente F.,Vacek D.,50,39,0
2000-01-03,International,Outdoor,Hard,2nd Round,3,Bastl G.,Berasategui A.,85,60,1
2000-01-03,International,Outdoor,Hard,2nd Round,3,Cherkasov A.,Tillstrom M.,206,83,0
2000-01-03,International,Outdoor,Hard,2nd Round,3,Gaudio G.,El Aynaoui Y.,73,33,0
2000-01-03,International,Outdoor,Hard,2nd Round,3,Kiefer N.,Caratti C.,6,211,1
2000-01-03,International,Outdoor,Hard,2nd Round,3,Marin J.A.,Mirnyi M.,71,74,0
2000-01-03,International,Outdoor,Hard,2nd Round,3,Santoro F.,van Lottum J.,32,69,1
2000-01-03,International,Outdoor,Hard,2nd Round,3,Schuettler R.,Vacek D.,47,39,1
2000-01-03,International,Outdoor,Hard,2nd Round,3,Squillari F.,Schalken S.,49,44,0
2000-01-03,International,Outdoor,Hard,Quarterfinals,3,El Aynaoui Y.,Tillstrom M.,33,83,1
2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Mirnyi M.,Schuettler R.,74,47,0
2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Santoro F.,Bastl G.,32,85,1
2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Schalken S.,Kiefer N.,44,6,0
2000-01-03,International,Outdoor,Hard,Semifinals,3,El Aynaoui Y.,Schuettler R.,33,47,0
2000-01-03,International,Outdoor,Hard,Semifinals,3,Santoro F.,Kiefer N.,32,6,1
2000-01-10,International,Outdoor,Hard,1st Round,3,Balcells J.,Squillari F.,211,49,1
2000-01-10,International,Outdoor,Hard,1st Round,3,Berasategui A.,Martin A.,59,48,0
2000-01-10,International,Outdoor,Hard,1st Round,3,Bjorkman J.,Novak J.,76,38,0
2000-01-10,International,Outdoor,Hard,1st Round,3,Chang M.,Black B.,50,70,1
2000-01-10,International,Outdoor,Hard,1st Round,3,Federer R.,Ferrero J.C.,61,45,0
2000-01-10,International,Outdoor,Hard,1st Round,3,Gambill J.M.,Fromberg R.,57,80,1
2000-01-10,International,Outdoor,Hard,1st Round,3,Gustafsson M.,Nielsen M.,60,246,1
2000-01-10,International,Outdoor,Hard,1st Round,3,Hantschk M.,Behrend T.,95,115,0
2000-01-10,International,Outdoor,Hard,1st Round,3,Ivanisevic G.,Schalken S.,68,37,0
2000-01-10,International,Outdoor,Hard,1st Round,3,Johansson T.,Weiner G.,43,334,1
2000-01-10,International,Outdoor,Hard,1st Round,3,Norman M.,Costa F.,14,149,1
2000-01-10,International,Outdoor,Hard,1st Round,3,Rosset M.,Vicente F.,46,53,1
2000-01-10,International,Outdoor,Hard,1st Round,3,Sargsian S.,Gaudio G.,52,72,0
2000-01-10,International,Outdoor,Hard,1st Round,3,Sell M.,Escude N.,167,34,1
2000-01-10,International,Outdoor,Hard,1st Round,3,Tarango J.,Haas T.,63,11,0
2000-01-10,International,Outdoor,Hard,1st Round,3,Woodruff C.,van Lottum J.,56,66,0
2000-01-10,International,Outdoor,Hard,2nd Round,3,Balcells J.,Haas T.,211,11,1
2000-01-10,International,Outdoor,Hard,2nd Round,3,Behrend T.,Schalken S.,115,37,0
2000-01-10,International,Outdoor,Hard,2nd Round,3,Ferrero J.C.,Martin A.,45,48,1
2000-01-10,International,Outdoor,Hard,2nd Round,3,Gambill J.M.,Norman M.,57,14,0
2000-01-10,International,Outdoor,Hard,2nd Round,3,Gustafsson M.,Johansson T.,60,43,1
2000-01-10,International,Outdoor,Hard,2nd Round,3,Novak J.,Gaudio G.,38,72,0
2000-01-10,International,Outdoor,Hard,2nd Round,3,Rosset M.,van Lottum J.,46,66,1
2000-01-10,International,Outdoor,Hard,2nd Round,3,Sell M.,Chang M.,167,50,0
2000-01-10,International,Outdoor,Hard,Quarterfinals,3,Balcells J.,Ferrero J.C.,211,45,1
2000-01-10,International,Outdoor,Hard,Quarterfinals,3,Norman M.,Rosset M.,14,46,1
2000-01-10,International,Outdoor,Hard,Quarterfinals,3,Schalken S.,Gaudio G.,37,72,0
2000-01-10,International,Outdoor,Hard,Semifinals,3,Balcells J.,Chang M.,211,50,0
2000-01-10,International,Outdoor,Hard,Semifinals,3,Norman M.,Gaudio G.,14,72,1
2000-01-10,International,Outdoor,Hard,The Final,3,Chang M.,Norman M.,50,14,0
2000-01-10,International,Outdoor,Hard,1st Round,3,Arazi H.,Mantilla F.,42,25,1
2000-01-10,International,Outdoor,Hard,1st Round,3,Clement A.,Zabaleta M.,55,32,1
2000-01-10,International,Outdoor,Hard,1st Round,3,Costa A.,Ilie A.,18,47,0
2000-01-10,International,Outdoor,Hard,1st Round,3,Damm M.,Kucera K.,88,17,0
2000-01-10,International,Outdoor,Hard,1st Round,3,Diaz J.,Stoltenberg J.,84,94,0
2000-01-10,International,Outdoor,Hard,1st Round,3,Dosedel S.,Woodforde M.,69,128,1
2000-01-10,International,Outdoor,Hard,1st Round,3,Grosjean S.,Hewitt L.,27,21,0
2000-01-10,International,Outdoor,Hard,1st Round,3,Hrbaty D.,Ullyett K.,23,193,1
2000-01-10,International,Outdoor,Hard,1st Round,3,Koubek S.,Meligeni F.,40,29,1
2000-01-10,International,Outdoor,Hard,1st Round,3,Kuerten G.,Clavet F.,5,39,0
2000-01-10,International,Outdoor,Hard,1st Round,3,Lapentti N.,El Aynaoui Y.,7,31,1
2000-01-10,International,Outdoor,Hard,1st Round,3,Martin T.,Medvedev A.,8,33,1
2000-01-10,International,Outdoor,Hard,1st Round,3,Pioline C.,Corretja A.,15,28,0
2000-01-10,International,Outdoor,Hard,1st Round,3,Safin M.,Ljubicic I.,24,79,0
2000-01-10,International,Outdoor,Hard,1st Round,3,Spadea V.,Voinea A.,20,102,0
2000-01-10,International,Outdoor,Hard,1st Round,3,Vacek D.,Lisnard J.,41,127,1
2000-01-10,International,Outdoor,Hard,2nd Round,3,Clement A.,Kucera K.,55,17,0
2000-01-10,International,Outdoor,Hard,2nd Round,3,Corretja A.,Arazi H.,28,42,1
2000-01-10,International,Outdoor,Hard,2nd Round,3,Hewitt L.,Clavet F.,21,39,1
2000-01-10,International,Outdoor,Hard,2nd Round,3,Ilie A.,Dosedel S.,47,69,0
2000-01-10,International,Outdoor,Hard,2nd Round,3,Lapentti N.,Koubek S.,7,40,1
2000-01-10,International,Outdoor,Hard,2nd Round,3,Martin T.,Ljubicic I.,8,79,0
2000-01-10,International,Outdoor,Hard,2nd Round,3,Stoltenberg J.,Hrbaty D.,94,23,1
2000-01-10,International,Outdoor,Hard,2nd Round,3,Vacek D.,Voinea A.,41,102,0
2000-01-10,International,Outdoor,Hard,Quarterfinals,3,Corretja A.,Dosedel S.,28,69,1
2000-01-10,International,Outdoor,Hard,Quarterfinals,3,Lapentti N.,Stoltenberg J.,7,94,0
2000-01-10,International,Outdoor,Hard,Quarterfinals,3,Ljubicic I.,Kucera K.,79,17,1
2000-01-10,International,Outdoor,Hard,Quarterfinals,3,Voinea A.,Hewitt L.,102,21,0
2000-01-10,International,Outdoor,Hard,Semifinals,3,Hewitt L.,Corretja A.,21,28,1
2000-01-10,International,Outdoor,Hard,Semifinals,3,Ljubicic I.,Stoltenberg J.,79,94,0
2000-01-10,International,Outdoor,Hard,The Final,3,Hewitt L.,Stoltenberg J.,21,94,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Alami K.,Manta L.,35,107,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Alonso J.,Arazi H.,111,41,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Behrend T.,Meligeni F.,106,28,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Berasategui A.,Vicente F.,59,55,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Black B.,Martin T.,71,9,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Black W.,Gambill J.M.,151,57,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Blanco G.,Schalken S.,77,47,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Boutter J.,Dosedel S.,155,64,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Canas G.,Kiefer N.,74,4,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Chang M.,Federer R.,38,62,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Corretja A.,Sargsian S.,30,51,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Delgado J.,Rosset M.,143,45,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Diaz J.,Jonsson F.,84,123,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Draper S.,Ferrero J.C.,200,40,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Dupuis A.,Rodriguez M.,98,119,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Escude N.,Courier J.,34,36,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ferreira W.,Bastl G.,53,78,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Fromberg R.,Enqvist T.,80,6,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Golmard J.,Henman T.,31,13,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Saulnier C.,12,171,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Goldstein P.,17,87,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Hrbaty D.,Clavet F.,22,39,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ilie A.,Tarango J.,46,65,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Johansson T.,Kulti N.,42,121,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Kafelnikov Y.,Knippschild J.,2,85,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Karbacher B.,Hill M.,139,238,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Koubek S.,Cadart R.,43,217,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Kroslak J.,Lopez-Moron A.,104,117,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Kuerten G.,Portas A.,5,91,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Lareau S.,Tillstrom M.,103,79,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Sekulov J.,72,133,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Llodra M.,Gaudio G.,263,61,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Mamiit C.,Norman M.,97,11,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Mantilla F.,Zabaleta M.,27,33,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev A.,Lapentti N.,32,7,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Mirnyi M.,Agenor R.,67,94,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Motomura G.,Grosjean S.,148,26,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Novak J.,Hipfl M.,37,75,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,O'Brien A.,Pretzsch A.,162,115,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Parmar A.,El Aynaoui Y.,257,29,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Petrovic D.,Paes L.,201,137,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Philippoussis M.,Okun N.,19,189,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Pioline C.,Ivanisevic G.,15,70,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Pozzi G.,Zib T.,82,118,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Puerta M.,Agassi A.,112,1,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Rochus C.,Costa A.,120,20,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Stafford G.,23,472,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sampras P.,Arthurs W.,3,105,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sanguinetti D.,Woodforde M.,113,126,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Santoro F.,Krajicek R.,25,10,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Marin J.A.,60,73,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sirianni J.,Squillari F.,356,48,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sluiter R.,Gaudenzi A.,166,88,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Spadea V.,Voinea A.,21,95,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Srichaphan P.,Kucera K.,102,18,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Stanoytchev O.,Vacek D.,109,44,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Stoltenberg J.,Bjorkman J.,81,76,0
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Tieleman L.,Martin A.,89,52,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ullyett K.,Tabara M.,182,122,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Vanek J.,Wessels P.,153,114,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Vinciguerra A.,Gumy H.,99,63,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Woodbridge T.,Siemerink J.,204,93,1
2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Woodruff C.,Damm M.,56,92,1
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Agassi A.,Schalken S.,1,47,1
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Arazi H.,Jonsson F.,41,123,1
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Behrend T.,Kiefer N.,106,4,0
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Black W.,Rosset M.,151,45,1
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Dosedel S.,Srichaphan P.,64,102,1
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Dupuis A.,Mirnyi M.,98,67,0
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Escude N.,Krajicek R.,34,10,1
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Ferreira W.,Johansson T.,53,42,1
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Fromberg R.,Pretzsch A.,80,115,1
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Haas T.,El Aynaoui Y.,12,29,0
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Corretja A.,17,30,1
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Hill M.,Grosjean S.,238,26,0
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Ivanisevic G.,Clavet F.,70,39,0
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Kafelnikov Y.,Vacek D.,2,44,1
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Koubek S.,Stafford G.,43,472,1
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Kroslak J.,Federer R.,104,62,0
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Llodra M.,Alami K.,263,35,0
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Martin T.,Vicente F.,9,55,0
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Norman M.,Pozzi G.,11,82,1
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Novak J.,Ilie A.,37,46,0
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Portas A.,Voinea A.,91,95,0
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Rochus C.,Ullyett K.,120,182,1
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Sluiter R.,Philippoussis M.,166,19,0
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Squillari F.,Woodforde M.,48,126,1
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Tieleman L.,Ferrero J.C.,89,40,0
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Tillstrom M.,Sampras P.,79,3,0
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Vanek J.,Bjorkman J.,153,76,0
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Vinciguerra A.,Paes L.,99,137,1
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Woodbridge T.,Zabaleta M.,204,33,0
2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Woodruff C.,Sekulov J.,56,133,1
2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Agassi A.,Zabaleta M.,1,33,1
2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Bjorkman J.,Norman M.,76,11,0
2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Clement A.,Federer R.,54,62,1
2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,El Aynaoui Y.,Ferrero J.C.,29,40,1
2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Ferreira W.,Clavet F.,53,39,1
2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Fromberg R.,Woodruff C.,80,56,0
2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Grosjean S.,Henman T.,26,13,0
2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Voinea A.,17,95,1
2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Kiefer N.,Alami K.,4,35,1
2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Koubek S.,Kafelnikov Y.,43,2,0
2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Mirnyi M.,Rochus C.,67,120,0
2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Philippoussis M.,Ilie A.,19,46,1
2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Sampras P.,Black W.,3,151,1
2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Squillari F.,Dosedel S.,48,64,0
2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Vicente F.,Arazi H.,55,41,0
2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Vinciguerra A.,Escude N.,99,34,0
2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Agassi A.,Philippoussis M.,1,19,1
2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,El Aynaoui Y.,Clement A.,29,54,1
2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Escude N.,Arazi H.,34,41,0
2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Henman T.,Woodruff C.,13,56,0
2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Hewitt L.,Norman M.,17,11,0
2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Kiefer N.,Ferreira W.,4,53,1
2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Rochus C.,Kafelnikov Y.,120,2,0
2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Sampras P.,Dosedel S.,3,64,1
2000-01-17,Grand Slam,Outdoor,Hard,Quarterfinals,5,Agassi A.,Arazi H.,1,41,1
2000-01-17,Grand Slam,Outdoor,Hard,Quarterfinals,5,El Aynaoui Y.,Kafelnikov Y.,29,2,0
2000-01-17,Grand Slam,Outdoor,Hard,Quarterfinals,5,Norman M.,Kiefer N.,11,4,1
2000-01-17,Grand Slam,Outdoor,Hard,Quarterfinals,5,Woodruff C.,Sampras P.,56,3,0
2000-01-17,Grand Slam,Outdoor,Hard,Semifinals,5,Agassi A.,Sampras P.,1,3,1
2000-01-17,Grand Slam,Outdoor,Hard,Semifinals,5,Norman M.,Kafelnikov Y.,11,2,0
2000-01-17,Grand Slam,Outdoor,Hard,The Final,5,Agassi A.,Kafelnikov Y.,1,2,1
2000-02-07,International,Outdoor,Hard,1st Round,3,Arazi H.,Schuettler R.,27,57,1
2000-02-07,International,Outdoor,Hard,1st Round,3,Berasategui A.,Costa A.,59,18,0
2000-02-07,International,Outdoor,Hard,1st Round,3,Blanco G.,Schalken S.,78,49,1
2000-02-07,International,Outdoor,Hard,1st Round,3,Burgsmuller L.,Kiefer N.,160,4,0
2000-02-07,International,Outdoor,Hard,1st Round,3,Damm M.,Ferrero J.C.,108,39,0
