Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Rank_1,Rank_2,player_1_wins
2011-09-29,ATP250,Indoor,Hard,2nd Round,3,Troicki V.,Istomin D.,15,61,1
2011-09-29,ATP250,Indoor,Hard,2nd Round,3,Berrer M.,Murray A.,88,4,0
2011-09-29,ATP250,Indoor,Hard,2nd Round,3,Dimitrov G.,Bolelli S.,76,138,1
2011-09-29,ATP250,Indoor,Hard,2nd Round,3,Kamke T.,Soeda G.,103,126,0
2011-09-29,ATP250,Indoor,Hard,2nd Round,3,Monfils G.,Giraldo S.,9,52,1
2011-09-29,ATP250,Indoor,Hard,2nd Round,3,Young D.,Garcia-Lopez G.,55,35,1
2011-09-30,ATP250,Indoor,Hard,Quarterfinals,3,Almagro N.,Nishikori K.,11,54,0
2011-09-30,ATP250,Indoor,Hard,Quarterfinals,3,Baghdatis M.,Melzer J.,60,21,1
2011-09-30,ATP250,Indoor,Hard,Quarterfinals,3,Tursunov D.,Troicki V.,41,15,0
2011-09-30,ATP250,Indoor,Hard,Quarterfinals,3,Dimitrov G.,Murray A.,76,4,0
2011-09-30,ATP250,Indoor,Hard,Quarterfinals,3,Monfils G.,Nieminen J.,9,50,1
2011-09-30,ATP250,Indoor,Hard,Quarterfinals,3,Simon G.,Bachinger M.,12,98,1
2011-09-30,ATP250,Indoor,Hard,Quarterfinals,3,Soeda G.,Young D.,126,55,0
2011-10-01,ATP250,Indoor,Hard,Semifinals,3,Baghdatis M.,Troicki V.,60,15,1
2011-10-01,ATP250,Indoor,Hard,Semifinals,3,Nishikori K.,Tipsarevic J.,54,17,0
2011-10-01,ATP250,Indoor,Hard,Semifinals,3,Monfils G.,Young D.,9,55,0
2011-10-01,ATP250,Indoor,Hard,Semifinals,3,Murray A.,Simon G.,4,12,1
2011-10-02,ATP250,Indoor,Hard,The Final,3,Tipsarevic J.,Baghdatis M.,17,60,1
2011-10-02,ATP250,Indoor,Hard,The Final,3,Young D.,Murray A.,55,4,0
2011-10-03,ATP500,Outdoor,Hard,1st Round,3,Anderson K.,Roddick A.,31,15,1
2011-10-03,ATP500,Outdoor,Hard,1st Round,3,Dolgopolov O.,Cipolla F.,19,95,0
2011-10-03,ATP500,Outdoor,Hard,1st Round,3,Lopez F.,Ilhan M.,28,114,1
2011-10-03,ATP500,Outdoor,Hard,1st Round,3,Ramos A.,Mayer F.,78,22,0
2011-10-03,ATP500,Outdoor,Hard,1st Round,3,Verdasco F.,Llodra M.,23,33,1
2011-10-03,ATP500,Outdoor,Hard,1st Round,3,Wu D.,Cilic M.,425,25,0
2011-10-03,ATP500,Outdoor,Hard,1st Round,3,Andujar P.,Ebden M.,45,137,0
2011-10-03,ATP500,Outdoor,Hard,1st Round,3,Fish M.,Harrison R.,8,80,1
2011-10-03,ATP500,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Chiudinelli M.,44,237,0
2011-10-03,ATP500,Outdoor,Hard,1st Round,3,Stepanek R.,Devvarman S.,24,85,1
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Almagro N.,Youzhny M.,11,37,0
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Dimitrov G.,Tsonga J.W.,70,7,0
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Ferrero J.C.,Bellucci T.,84,36,1
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Fognini F.,Zemlja G.,39,117,1
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Robredo T.,52,46,1
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Li Z.,Zhang Z.,348,389,0
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Ljubicic I.,Gabashvili T.,26,128,1
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Melzer J.,Berdych T.,21,10,0
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Montanes A.,Capdeville P.,55,103,1
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Simon G.,Granollers M.,12,32,0
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Bogomolov A.,Nieminen J.,38,62,1
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Ferrer D.,Nishikori K.,5,47,1
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Haase R.,Giraldo S.,41,53,0
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Kubot L.,Gulbis E.,56,49,0
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Monaco J.,Dodig I.,27,35,0
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Nadal R.,Soeda G.,2,118,1
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Nalbandian D.,Rosol L.,64,77,1
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Raonic M.,Sugita Y.,30,175,1
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Sela D.,Ito T.,102,130,0
2011-10-04,ATP500,Outdoor,Hard,1st Round,3,Troicki V.,Tomic B.,16,58,0
2011-10-05,ATP500,Outdoor,Hard,2nd Round,3,Berdych T.,Kohlschreiber P.,10,52,1
2011-10-05,ATP500,Outdoor,Hard,2nd Round,3,Cipolla F.,Verdasco F.,95,23,0
2011-10-05,ATP500,Outdoor,Hard,2nd Round,3,Mayer F.,Ljubicic I.,22,26,0
2011-10-05,ATP500,Outdoor,Hard,2nd Round,3,Youzhny M.,Lopez F.,37,28,1
2011-10-05,ATP500,Outdoor,Hard,1st Round,3,Baghdatis M.,Murray A.,54,4,0
2011-10-05,ATP500,Outdoor,Hard,1st Round,3,Tursunov D.,Tipsarevic J.,40,13,1
2011-10-05,ATP500,Outdoor,Hard,2nd Round,3,Fish M.,Gulbis E.,8,49,1
2011-10-05,ATP500,Outdoor,Hard,2nd Round,3,Ito T.,Tomic B.,130,58,0
2011-10-05,ATP500,Outdoor,Hard,2nd Round,3,Stepanek R.,Chiudinelli M.,24,237,1
2011-10-06,ATP500,Outdoor,Hard,2nd Round,3,Anderson K.,Montanes A.,31,55,1
2011-10-06,ATP500,Outdoor,Hard,2nd Round,3,Fognini F.,Cilic M.,39,25,0
2011-10-06,ATP500,Outdoor,Hard,2nd Round,3,Granollers M.,Ferrero J.C.,32,84,0
2011-10-06,ATP500,Outdoor,Hard,2nd Round,3,Tsonga J.W.,Zhang Z.,7,389,1
2011-10-06,ATP500,Outdoor,Hard,2nd Round,3,Dodig I.,Nalbandian D.,35,64,0
2011-10-06,ATP500,Outdoor,Hard,2nd Round,3,Ferrer D.,Ebden M.,5,137,1
2011-10-06,ATP500,Outdoor,Hard,2nd Round,3,Murray A.,Bogomolov A.,4,38,1
2011-10-06,ATP500,Outdoor,Hard,2nd Round,3,Raonic M.,Nadal R.,30,2,0
2011-10-06,ATP500,Outdoor,Hard,2nd Round,3,Tursunov D.,Giraldo S.,40,53,0
2011-10-07,ATP500,Outdoor,Hard,Quarterfinals,3,Anderson K.,Cilic M.,31,25,0
2011-10-07,ATP500,Outdoor,Hard,Quarterfinals,3,Ljubicic I.,Youzhny M.,26,37,1
2011-10-07,ATP500,Outdoor,Hard,Quarterfinals,3,Tsonga J.W.,Ferrero J.C.,7,84,1
2011-10-07,ATP500,Outdoor,Hard,Quarterfinals,3,Verdasco F.,Berdych T.,23,10,0
2011-10-07,ATP500,Outdoor,Hard,Quarterfinals,3,Ferrer D.,Stepanek R.,5,24,1
2011-10-07,ATP500,Outdoor,Hard,Quarterfinals,3,Fish M.,Tomic B.,8,58,1
2011-10-07,ATP500,Outdoor,Hard,Quarterfinals,3,Giraldo S.,Nadal R.,53,2,0
2011-10-07,ATP500,Outdoor,Hard,Quarterfinals,3,Nalbandian D.,Murray A.,64,4,0
2011-10-08,ATP500,Outdoor,Hard,Semifinals,3,Berdych T.,Tsonga J.W.,10,7,1
2011-10-08,ATP500,Outdoor,Hard,Semifinals,3,Ljubicic I.,Cilic M.,26,25,0
2011-10-08,ATP500,Outdoor,Hard,Semifinals,3,Ferrer D.,Murray A.,5,4,0
2011-10-08,ATP500,Outdoor,Hard,Semifinals,3,Nadal R.,Fish M.,2,8,1
2011-10-09,ATP500,Outdoor,Hard,The Final,3,Cilic M.,Berdych T.,25,10,0
2011-10-09,ATP500,Outdoor,Hard,The Final,3,Murray A.,Nadal R.,4,2,1
2011-10-09,Masters 1000,Outdoor,Hard,1st Round,3,Fognini F.,Mayer F.,39,23,0
2011-10-09,Masters 1000,Outdoor,Hard,1st Round,3,Wawrinka S.,Monaco J.,19,27,1
2011-10-10,Masters 1000,Outdoor,Hard,1st Round,3,Ebden M.,Andujar P.,124,45,1
2011-10-10,Masters 1000,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Devvarman S.,53,84,1
2011-10-10,Masters 1000,Outdoor,Hard,1st Round,3,Giraldo S.,Dodig I.,48,32,1
2011-10-10,Masters 1000,Outdoor,Hard,1st Round,3,Gulbis E.,Nalbandian D.,51,57,0
2011-10-10,Masters 1000,Outdoor,Hard,1st Round,3,Ilhan M.,Dimitrov G.,109,72,0
2011-10-10,Masters 1000,Outdoor,Hard,1st Round,3,Kukushkin M.,Montanes A.,63,56,0
2011-10-10,Masters 1000,Outdoor,Hard,1st Round,3,Li Z.,Verdasco F.,358,24,0
2011-10-10,Masters 1000,Outdoor,Hard,1st Round,3,Lu Y.H.,Roddick A.,74,15,0
2011-10-10,Masters 1000,Outdoor,Hard,1st Round,3,Robredo T.,Bohli S.,46,247,1
2011-10-10,Masters 1000,Outdoor,Hard,1st Round,3,Tomic B.,Anderson K.,49,30,1
2011-10-10,Masters 1000,Outdoor,Hard,1st Round,3,Young D.,Gong M.X.,44,398,1
2011-10-10,Masters 1000,Outdoor,Hard,1st Round,3,Youzhny M.,Ferrero J.C.,34,69,0
2011-10-11,Masters 1000,Outdoor,Hard,1st Round,3,Bogomolov A.,Granollers M.,38,36,1
2011-10-11,Masters 1000,Outdoor,Hard,1st Round,3,Haase R.,Nishikori K.,40,47,0
2011-10-11,Masters 1000,Outdoor,Hard,1st Round,3,Harrison R.,Troicki V.,79,16,1
2011-10-11,Masters 1000,Outdoor,Hard,1st Round,3,Kubot L.,Dolgopolov O.,58,18,0
2011-10-11,Masters 1000,Outdoor,Hard,1st Round,3,Ljubicic I.,Melzer J.,25,20,0
2011-10-11,Masters 1000,Outdoor,Hard,1st Round,3,Llodra M.,Raonic M.,33,31,0
2011-10-11,Masters 1000,Outdoor,Hard,1st Round,3,Lopez F.,Tipsarevic J.,28,13,1
2011-10-11,Masters 1000,Outdoor,Hard,1st Round,3,Ramos A.,Cilic M.,77,22,1
2011-10-11,Masters 1000,Outdoor,Hard,1st Round,3,Tursunov D.,Bellucci T.,41,35,1
2011-10-11,Masters 1000,Outdoor,Hard,1st Round,3,Zhang Z.,Stepanek R.,307,26,0
2011-10-11,Masters 1000,Outdoor,Hard,2nd Round,3,Almagro N.,Robredo T.,11,46,1
2011-10-11,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Roddick A.,72,15,0
2011-10-11,Masters 1000,Outdoor,Hard,2nd Round,3,Montanes A.,Simon G.,56,12,0
2011-10-11,Masters 1000,Outdoor,Hard,2nd Round,3,Nalbandian D.,Mayer F.,57,23,0
2011-10-11,Masters 1000,Outdoor,Hard,2nd Round,3,Tomic B.,Fish M.,49,9,1
2011-10-11,Masters 1000,Outdoor,Hard,2nd Round,3,Wawrinka S.,Young D.,19,44,1
2011-10-12,Masters 1000,Outdoor,Hard,2nd Round,3,Bogomolov A.,Lopez F.,38,28,0
2011-10-12,Masters 1000,Outdoor,Hard,2nd Round,3,Ebden M.,Harrison R.,124,79,1
2011-10-12,Masters 1000,Outdoor,Hard,2nd Round,3,Ferrer D.,Raonic M.,5,31,1
2011-10-12,Masters 1000,Outdoor,Hard,2nd Round,3,Ferrero J.C.,Verdasco F.,69,24,1
2011-10-12,Masters 1000,Outdoor,Hard,2nd Round,3,Melzer J.,Giraldo S.,20,48,0
2011-10-12,Masters 1000,Outdoor,Hard,2nd Round,3,Nadal R.,Garcia-Lopez G.,2,53,1
2011-10-12,Masters 1000,Outdoor,Hard,2nd Round,3,Ramos A.,Dolgopolov O.,77,18,0
2011-10-12,Masters 1000,Outdoor,Hard,2nd Round,3,Stepanek R.,Berdych T.,26,7,0
2011-10-12,Masters 1000,Outdoor,Hard,2nd Round,3,Tsonga J.W.,Nishikori K.,8,47,0
2011-10-13,Masters 1000,Outdoor,Hard,3rd Round,3,Berdych T.,Lopez F.,7,28,0
2011-10-13,Masters 1000,Outdoor,Hard,3rd Round,3,Ferrer D.,Ferrero J.C.,5,69,1
2011-10-13,Masters 1000,Outdoor,Hard,3rd Round,3,Giraldo S.,Nishikori K.,48,47,0
2011-10-13,Masters 1000,Outdoor,Hard,3rd Round,3,Mayer F.,Nadal R.,23,2,1
2011-10-13,Masters 1000,Outdoor,Hard,3rd Round,3,Murray A.,Wawrinka S.,4,19,1
2011-10-13,Masters 1000,Outdoor,Hard,3rd Round,3,Roddick A.,Almagro N.,15,11,1
2011-10-13,Masters 1000,Outdoor,Hard,3rd Round,3,Simon G.,Ebden M.,12,124,0
2011-10-13,Masters 1000,Outdoor,Hard,3rd Round,3,Tomic B.,Dolgopolov O.,49,18,0
2011-10-14,Masters 1000,Outdoor,Hard,Quarterfinals,3,Dolgopolov O.,Nishikori K.,18,47,0
2011-10-14,Masters 1000,Outdoor,Hard,Quarterfinals,3,Ebden M.,Murray A.,124,4,0
2011-10-14,Masters 1000,Outdoor,Hard,Quarterfinals,3,Ferrer D.,Roddick A.,5,15,1
2011-10-14,Masters 1000,Outdoor,Hard,Quarterfinals,3,Lopez F.,Mayer F.,28,23,1
2011-10-15,Masters 1000,Outdoor,Hard,Semifinals,3,Ferrer D.,Lopez F.,5,28,1
2011-10-15,Masters 1000,Outdoor,Hard,Semifinals,3,Nishikori K.,Murray A.,47,4,0
2011-10-16,Masters 1000,Outdoor,Hard,The Final,3,Murray A.,Ferrer D.,4,5,1
2011-10-17,ATP250,Indoor,Hard,1st Round,3,Andreev I.,Seppi A.,115,53,0
2011-10-17,ATP250,Indoor,Hard,1st Round,3,Beck K.,Gabashvili T.,103,126,0
2011-10-17,ATP250,Indoor,Hard,1st Round,3,Kukushkin M.,Rosol L.,65,79,1
2011-10-17,ATP250,Indoor,Hard,1st Round,3,Kuznetsov A.,Kunitsyn I.,222,60,0
2011-10-17,ATP250,Indoor,Hard,1st Round,3,Riba P.,Haider-Maurer A.,78,93,1
2011-10-17,ATP250,Indoor,Hard,1st Round,3,Devvarman S.,Haas T.,84,290,0
2011-10-17,ATP250,Indoor,Hard,1st Round,3,Petzschner P.,Kubot L.,64,61,1
2011-10-18,ATP250,Indoor,Hard,1st Round,3,Berlocq C.,Kohlschreiber P.,67,49,0
2011-10-18,ATP250,Indoor,Hard,1st Round,3,Bogomolov A.,Lajovic D.,37,239,1
2011-10-18,ATP250,Indoor,Hard,1st Round,3,Chardy J.,Starace P.,133,54,1
2011-10-18,ATP250,Indoor,Hard,1st Round,3,Muller G.,Kravchuk K.,50,165,1
2011-10-18,ATP250,Indoor,Hard,1st Round,3,Ramos A.,Tursunov D.,71,40,0
2011-10-18,ATP250,Indoor,Hard,1st Round,3,Stakhovsky S.,Berrer M.,63,98,0
2011-10-18,ATP250,Indoor,Hard,1st Round,3,Blake J.,Rochus O.,69,72,1
2011-10-18,ATP250,Indoor,Hard,1st Round,3,Dodig I.,Mannarino A.,32,87,1
2011-10-18,ATP250,Indoor,Hard,1st Round,3,Garcia-Lopez G.,Anderson K.,68,31,0
2011-10-18,ATP250,Indoor,Hard,1st Round,3,Malisse X.,Nalbandian D.,51,58,0
2011-10-18,ATP250,Indoor,Hard,1st Round,3,Nieminen J.,Copil M.,73,219,1
2011-10-18,ATP250,Indoor,Hard,1st Round,3,Raonic M.,Baghdatis M.,29,47,1
2011-10-18,ATP250,Indoor,Hard,1st Round,3,Robredo T.,Kamke T.,48,109,0
2011-10-19,ATP250,Indoor,Hard,1st Round,3,Benneteau J.,Donskoy E.,57,137,1
2011-10-19,ATP250,Indoor,Hard,2nd Round,3,Berrer M.,Seppi A.,98,53,1
2011-10-19,ATP250,Indoor,Hard,2nd Round,3,Davydenko N.,Gabashvili T.,38,126,1
2011-10-19,ATP250,Indoor,Hard,2nd Round,3,Kukushkin M.,Bogomolov A.,65,37,0
2011-10-19,ATP250,Indoor,Hard,2nd Round,3,Riba P.,Troicki V.,78,16,0
2011-10-19,ATP250,Indoor,Hard,1st Round,3,Dimitrov G.,Sweeting R.,70,66,1
2011-10-19,ATP250,Indoor,Hard,1st Round,3,Ryderstedt M.,Rieschick S.,276,253,0
2011-10-19,ATP250,Indoor,Hard,1st Round,3,Zopp J.,Tomic B.,145,44,0
2011-10-19,ATP250,Indoor,Hard,2nd Round,3,Anderson K.,Haas T.,31,290,1
2011-10-19,ATP250,Indoor,Hard,2nd Round,3,Blake J.,Del Potro J.M.,69,15,1
2011-10-19,ATP250,Indoor,Hard,2nd Round,3,Petzschner P.,Raonic M.,64,29,0
2011-10-20,ATP250,Indoor,Hard,2nd Round,3,Dolgopolov O.,Chardy J.,17,133,0
2011-10-20,ATP250,Indoor,Hard,2nd Round,3,Muller G.,Kohlschreiber P.,50,49,0
2011-10-20,ATP250,Indoor,Hard,2nd Round,3,Tipsarevic J.,Kunitsyn I.,14,60,1
2011-10-20,ATP250,Indoor,Hard,2nd Round,3,Tursunov D.,Benneteau J.,40,57,1
2011-10-20,ATP250,Indoor,Hard,2nd Round,3,Chela J.I.,Dimitrov G.,28,70,0
2011-10-20,ATP250,Indoor,Hard,2nd Round,3,Dodig I.,Nalbandian D.,32,58,0
2011-10-20,ATP250,Indoor,Hard,2nd Round,3,Monfils G.,Tomic B.,10,44,1
2011-10-20,ATP250,Indoor,Hard,2nd Round,3,Nieminen J.,Wawrinka S.,73,19,1
2011-10-20,ATP250,Indoor,Hard,2nd Round,3,Rieschick S.,Kamke T.,253,109,0
2011-10-21,ATP250,Indoor,Hard,Quarterfinals,3,Berrer M.,Davydenko N.,98,38,0
2011-10-21,ATP250,Indoor,Hard,Quarterfinals,3,Kohlschreiber P.,Chardy J.,49,133,0
2011-10-21,ATP250,Indoor,Hard,Quarterfinals,3,Tipsarevic J.,Tursunov D.,14,40,1
2011-10-21,ATP250,Indoor,Hard,Quarterfinals,3,Troicki V.,Bogomolov A.,16,37,1
2011-10-21,ATP250,Indoor,Hard,Quarterfinals,3,Dimitrov G.,Raonic M.,70,29,0
2011-10-21,ATP250,Indoor,Hard,Quarterfinals,3,Monfils G.,Anderson K.,10,31,1
2011-10-21,ATP250,Indoor,Hard,Quarterfinals,3,Nieminen J.,Kamke T.,73,109,1
2011-10-22,ATP250,Indoor,Hard,Semifinals,3,Chardy J.,Troicki V.,133,16,0
2011-10-22,ATP250,Indoor,Hard,Semifinals,3,Tipsarevic J.,Davydenko N.,14,38,1
2011-10-22,ATP250,Indoor,Hard,Semifinals,3,Blake J.,Nieminen J.,69,73,0
2011-10-22,ATP250,Indoor,Hard,Semifinals,3,Monfils G.,Raonic M.,10,29,1
2011-10-23,ATP250,Indoor,Hard,The Final,3,Troicki V.,Tipsarevic J.,16,14,0
2011-10-23,ATP250,Indoor,Hard,The Final,3,Nieminen J.,Monfils G.,73,10,0
2011-10-24,ATP250,Indoor,Hard,1st Round,3,Baghdatis M.,Sweeting R.,59,73,1
2011-10-24,ATP250,Indoor,Hard,1st Round,3,Haider-Maurer A.,Anderson K.,92,32,0
2011-10-24,ATP250,Indoor,Hard,1st Round,3,Dolgopolov O.,Sela D.,16,97,0
2011-10-24,ATP250,Indoor,Hard,1st Round,3,Simon G.,Mannarino A.,12,86,0
2011-10-24,ATP250,Indoor,Hard,1st Round,3,Starace P.,Nedelko I.,53,392,1
2011-10-24,ATP250,Indoor,Hard,1st Round,3,Youzhny M.,Stakhovsky S.,33,64,1
2011-10-25,ATP250,Indoor,Hard,1st Round,3,Brands D.,Fischer M.,182,213,1
2011-10-25,ATP250,Indoor,Hard,1st Round,3,Chela J.I.,Haas T.,29,273,0
2011-10-25,ATP250,Indoor,Hard,1st Round,3,Garcia-Lopez G.,Blake J.,68,60,1
2011-10-25,ATP250,Indoor,Hard,1st Round,3,Muster T.,Thiem D.,974,1890,0
2011-10-25,ATP250,Indoor,Hard,1st Round,3,Petzschner P.,Andujar P.,63,46,1
2011-10-25,ATP250,Indoor,Hard,1st Round,3,Ramos A.,Malisse X.,69,50,0
2011-10-25,ATP250,Indoor,Hard,1st Round,3,Berrer M.,Kukushkin M.,85,66,1
2011-10-25,ATP250,Indoor,Hard,1st Round,3,Cilic M.,Bubka S.,22,154,1
2011-10-25,ATP250,Indoor,Hard,1st Round,3,Devvarman S.,Beck K.,84,102,1
2011-10-25,ATP250,Indoor,Hard,1st Round,3,Gabashvili T.,Tursunov D.,127,39,0
2011-10-25,ATP250,Indoor,Hard,1st Round,3,Gulbis E.,Rosol L.,51,78,0
2011-10-25,ATP250,Indoor,Hard,1st Round,3,Kunitsyn I.,Bogomolov A.,65,36,0
2011-10-25,ATP250,Indoor,Hard,1st Round,3,Lajovic D.,Chardy J.,228,110,1
2011-10-25,ATP250,Indoor,Hard,1st Round,3,Riba P.,Benneteau J.,76,55,0
2011-10-26,ATP250,Indoor,Hard,1st Round,3,Darcis S.,Davydenko N.,95,38,1
2011-10-26,ATP250,Indoor,Hard,1st Round,3,Haase R.,Nieminen J.,40,62,0
2011-10-26,ATP250,Indoor,Hard,2nd Round,3,Baghdatis M.,Anderson K.,59,32,0
2011-10-26,ATP250,Indoor,Hard,2nd Round,3,Del Potro J.M.,Petzschner P.,15,63,1
2011-10-26,ATP250,Indoor,Hard,1st Round,3,Andreev I.,Granollers M.,117,34,1
2011-10-26,ATP250,Indoor,Hard,1st Round,3,Berlocq C.,Kohlschreiber P.,67,48,0
2011-10-26,ATP250,Indoor,Hard,1st Round,3,Rochus O.,Tipsarevic J.,70,13,0
2011-10-26,ATP250,Indoor,Hard,1st Round,3,Seppi A.,Pospisil V.,52,206,1
2011-10-26,ATP250,Indoor,Hard,2nd Round,3,Rosol L.,Mannarino A.,78,86,0
2011-10-26,ATP250,Indoor,Hard,2nd Round,3,Youzhny M.,Benneteau J.,33,55,1
2011-10-27,ATP250,Indoor,Hard,2nd Round,3,Darcis S.,Thiem D.,95,1890,1
2011-10-27,ATP250,Indoor,Hard,2nd Round,3,Fognini F.,Malisse X.,44,50,0
2011-10-27,ATP250,Indoor,Hard,2nd Round,3,Haas T.,Bedene A.,273,204,1
2011-10-27,ATP250,Indoor,Hard,2nd Round,3,Melzer J.,Garcia-Lopez G.,25,68,1
2011-10-27,ATP250,Indoor,Hard,2nd Round,3,Stepanek R.,Brands D.,26,182,0
2011-10-27,ATP250,Indoor,Hard,2nd Round,3,Bogomolov A.,Kohlschreiber P.,36,48,1
2011-10-27,ATP250,Indoor,Hard,2nd Round,3,Devvarman S.,Cilic M.,84,22,0
2011-10-27,ATP250,Indoor,Hard,2nd Round,3,Sela D.,Lajovic D.,97,228,0
2011-10-27,ATP250,Indoor,Hard,2nd Round,3,Seppi A.,Andreev I.,52,117,1
2011-10-27,ATP250,Indoor,Hard,2nd Round,3,Starace P.,Tursunov D.,53,39,1
2011-10-28,ATP250,Indoor,Hard,Quarterfinals,3,Anderson K.,Melzer J.,32,25,1
2011-10-28,ATP250,Indoor,Hard,Quarterfinals,3,Darcis S.,Brands D.,95,182,0
2011-10-28,ATP250,Indoor,Hard,Quarterfinals,3,Haas T.,Del Potro J.M.,273,15,0
2011-10-28,ATP250,Indoor,Hard,Quarterfinals,3,Tsonga J.W.,Malisse X.,9,50,1
2011-10-28,ATP250,Indoor,Hard,Quarterfinals,3,Lajovic D.,Bogomolov A.,228,36,0
2011-10-28,ATP250,Indoor,Hard,Quarterfinals,3,Seppi A.,Cilic M.,52,22,0
2011-10-28,ATP250,Indoor,Hard,Quarterfinals,3,Tipsarevic J.,Starace P.,13,53,1
2011-10-28,ATP250,Indoor,Hard,Quarterfinals,3,Youzhny M.,Mannarino A.,33,86,1
2011-10-29,ATP250,Indoor,Hard,Semifinals,3,Anderson K.,Del Potro J.M.,32,15,0
2011-10-29,ATP250,Indoor,Hard,Semifinals,3,Tsonga J.W.,Brands D.,9,182,1
2011-10-29,ATP250,Indoor,Hard,Semifinals,3,Bogomolov A.,Tipsarevic J.,36,13,0
2011-10-29,ATP250,Indoor,Hard,Semifinals,3,Cilic M.,Youzhny M.,22,33,1
2011-10-30,ATP250,Indoor,Hard,The Final,3,Del Potro J.M.,Tsonga J.W.,15,9,0
2011-10-30,ATP250,Indoor,Hard,The Final,3,Tipsarevic J.,Cilic M.,13,22,0
2011-10-30,ATP500,Indoor,Hard,1st Round,3,Chela J.I.,Andujar P.,28,46,0
2011-10-31,ATP500,Indoor,Hard,1st Round,3,Baghdatis M.,Troicki V.,59,17,1
2011-10-31,ATP500,Indoor,Hard,1st Round,3,Kukushkin M.,Young D.,113,43,1
2011-10-31,ATP500,Indoor,Hard,1st Round,3,Starace P.,Federer R.,54,4,0
2011-10-31,ATP500,Indoor,Hard,1st Round,3,Davydenko N.,Simon G.,36,12,1
2011-10-31,ATP500,Indoor,Hard,1st Round,3,Gimeno-Traver D.,Fognini F.,94,44,0
2011-10-31,ATP500,Indoor,Hard,1st Round,3,Isner J.,Pospisil V.,23,133,0
2011-10-31,ATP500,Indoor,Hard,1st Round,3,Mahut N.,Garcia-Lopez G.,103,67,1
2011-11-01,ATP500,Indoor,Hard,1st Round,3,Bellucci T.,Nieminen J.,38,66,0
2011-11-01,ATP500,Indoor,Hard,1st Round,3,Berdych T.,Nishikori K.,7,32,0
2011-11-01,ATP500,Indoor,Hard,1st Round,3,Ljubicic I.,Llodra M.,31,29,1
2011-11-01,ATP500,Indoor,Hard,1st Round,3,Malisse X.,Djokovic N.,47,1,0
2011-11-01,ATP500,Indoor,Hard,1st Round,3,Seppi A.,Muller G.,50,51,1
2011-11-01,ATP500,Indoor,Hard,1st Round,3,Wawrinka S.,Dodig I.,19,35,1
2011-11-01,ATP500,Indoor,Hard,1st Round,3,Youzhny M.,Lammer M.,37,327,0
2011-11-01,ATP500,Indoor,Hard,1st Round,3,Almagro N.,Monaco J.,11,41,0
2011-11-01,ATP500,Indoor,Hard,1st Round,3,Granollers M.,Dolgopolov O.,34,16,1
2011-11-01,ATP500,Indoor,Hard,1st Round,3,Klizan M.,Anderson K.,92,30,0
2011-11-01,ATP500,Indoor,Hard,1st Round,3,Kunitsyn I.,Ferrero J.C.,63,58,0
2011-11-01,ATP500,Indoor,Hard,1st Round,3,Monfils G.,Montanes A.,10,56,1
2011-11-01,ATP500,Indoor,Hard,1st Round,3,Querrey S.,Gulbis E.,116,52,1
2011-11-01,ATP500,Indoor,Hard,1st Round,3,Tsonga J.W.,Marti J.,8,182,1
2011-11-01,ATP500,Indoor,Hard,1st Round,3,Verdasco F.,Ferrer D.,24,5,0
2011-11-02,ATP500,Indoor,Hard,1st Round,3,Chiudinelli M.,Haase R.,205,40,0
2011-11-02,ATP500,Indoor,Hard,1st Round,3,Haas T.,Roddick A.,212,15,0
2011-11-02,ATP500,Indoor,Hard,1st Round,3,Kubot L.,Kamke T.,64,96,1
2011-11-02,ATP500,Indoor,Hard,1st Round,3,Stepanek R.,Giraldo S.,25,45,1
2011-11-02,ATP500,Indoor,Hard,2nd Round,3,Baghdatis M.,Lammer M.,59,327,1
2011-11-02,ATP500,Indoor,Hard,2nd Round,3,Nieminen J.,Federer R.,66,4,0
2011-11-02,ATP500,Indoor,Hard,1st Round,3,Bogomolov A.,Lopez F.,33,511,1
2011-11-02,ATP500,Indoor,Hard,1st Round,3,Cilic M.,Raonic M.,20,27,1
